,desc,score,match_desc
4417,ananassiviilud mahlas ica 0.567kg,0.45,rainbow ananassitükid omas mahlas 0.567kg
5172,piimašokolaad piparkoogitükk karl fazer 0.2kg,0.45,karl fazer piimašokolaadikompvekid 0.27kg
1230,küpsetussegu rimi vanilliin.keeksi 0.4kg,0.45,veski mati kaeraküpsise küpsetussegu 0.4kg
1233,mahlajook multipuuvilja rimi basic 2l,0.45,põltsamaa apelsini-viinamarja-passioonvilja mahlajook 2l
6857,ketšup orgaaniline heinz 0.58kg 0.5l,0.45,heinz ketšup original 0.46kg
6043,hommikuhelbed smacks kellogg's 0.33kg,0.45,kellogg's hommikuhelbed rice krispies 0.375kg
6029,paneeritud seašnitsel fitlap nõo 0.22kg,0.45,nõo fitlap veisesink 0.105kg
4407,näkisai röstitud gluteenivaba schär 0.15kg,0.45,fazer pannkoogijahusegu 0.15kg gluteenivaba
1236,küpsetussegu šokolaadimuffinitele rimi 0.4kg,0.45,veski mati kaeraküpsise küpsetussegu 0.4kg
5176,hommikusöök sharkies gullon 0.25kg,0.45,gullon dibus kakao hommikusöögikrõbinad 0.25kg
614,oad rimi mustad 0.4kg 0.24kg,0.45,gogreen mustad oad 0.38kg
524,kreeka jogurt mustikatega liisu 0.16kg,0.45,alma kreeka jogurt 0.37kg
5277,piimašokolaad pähkli&rosina karl fazer 0.2kg,0.45,karl fazer piimašokolaadikompvekid 0.27kg
5276,piimašokolaad karl fazer domino 0.195kg,0.45,karl fazer piimašokolaadikommid 0.42kg
4386,vokikaste magus-hapu santa maria 0.15kg,0.45,santa maria sidrunipipar 0.055kg
5275,piimašokolaad dumle karl fazer 0.2kg,0.45,karl fazer piimašokolaadikommid 0.42kg
7352,šokolaadikompvekid krõbi kakaotk kalev kg,0.45,kalev kannel šokolaadikompvekid 0.3kg
5631,hommikusöök fruity froops oho 0.5kg,0.45,oho kakaoga teraviljahelbed 0.5kg
6035,saaremaa õun pakitud 1kg,0.45,holland pirn conference pakitud 1kg
6057,inkamarjad kommi asemel 0.13kg,0.45,kommi asemel puuvilja mix 0.15kg
5551,karbiliha külmutatud 300 500 0.2kg,0.45,kotimaista külmutatud porgandikuubikud 0.2kg
7879,krevetid soolvees 200 0.4kg,0.45,vici krevetid soolvees 100 0.2kg
5429,hot dog saiake leibur 0.3kg,0.45,leibur kirde sai 0.3kg
5438,mesi erinevate lillede rimi 0.3kg,0.45,honest nektar mesi 0.3kg
6285,küpsis kaneelikõrvakesed pärnamäed 0.17kg,0.45,gullon kiudainerikas küpsis suhkruvabad 0.17kg
5075,martsipan tumedas šokolaadis skriveru 0.15kg,0.45,schluckwerder martsipan šokolaadis 0.1kg
7186,tudengieine röstitud pähklitega arimex 0.3kg,0.45,arimex ekstra tudengieine 0.5kg
585,aedoad tomatikastmes rimi 0.4kg 0.2kg,0.45,salvest aedoad tomatikastmes 0.53kg
310,dessert maasika liegeois zott 0.175kg,0.45,rainbow maasika riisipuding 0.175kg
5882,pastakaste extra bolognese panzani 0.425kg,0.45,dolmio bolognese pastakaste 0.5kg
4874,lasanje plaadid pasta reggia 0.5kg,0.45,barilla pasta fusilli 0.5kg
588,regatt vanilli pulgajäätis 0.055kg 0.1l,0.45,premia vanillijäätis regatt 0.1l
589,aedoad punased rimi 0.4kg 0.24kg,0.45,gogreen punased läätsed 0.4kg
7172,vahvel sidruni semper gluteenivaba 0.15kg,0.45,fazer pannkoogijahusegu 0.15kg gluteenivaba
326,vahvlibatoon šokolaadis fazer kismet 0.055kg,0.45,fazer lagritsapallid šokolaadis 0.14kg
245,biskviitmaius kinder pingui coconut 0.031kg,0.45,kinder pingui kakaomagustoit 0.03kg
6458,piimašokolaad daim marabou 0.25kg,0.45,marabou daim xl küpsised 0.184kg
379,jäätis marjatäidisega rimi 0.12l 0.072kg,0.45,magnum jäätis classic 0.12l
478,jogurt kirsilisandiga fantasia 0.118kg,0.45,fantasia koorene jogurt šokolaadipallidega 0.1kg
7272,šokolaadikommid kalev linnupiim 0.238kg,0.45,kalev kallile vaarikamarmelaadiga šokolaadikommid 0.224kg
228,kaerahelbepuder healthy skin nesvita 0.035kg,0.45,herkuless kaerahelbepuder kirssidega 0.035kg
327,tomatid tükeldatud basiilikuga rimi 0.4kg,0.45,pomi purustatud tomatid 0.4kg
4756,mahl ananassi 100% largo 1l,0.45,cido köögiviljamahl 100% 1l
453,pastillid extra-strong mynthon 0.034kg,0.45,mynthon citrus multivitamin kurgupastillid 0.034kg
222,söögiäädikas rimi basic 30% 0.33l,0.45,minu äädikas 30% 0.33l
880,jogurtikokteil plombiir liisu 0.25kg,0.45,liisu jogurti shake ploomi 0.25kg
5872,sushiriis selection by rimi 0.5kg,0.45,veski mati sushiriis 0.5kg
6473,kokteilikirsid punase varrega opies 0.225kg,0.45,opies kokteilikirsid 130 0.07kg
7721,mango-passionijäätis öko lamuu 0.4kg,0.45,la muu vaarika-proseccosorbett öko 0.4kg
6212,pastakaste 4 juustu panzani 0.37kg,0.45,panzani pastakaste napoletana 0.4kg
6200,hommikueine cheerios oat nestle 0.375kg,0.45,nestlé cheerios täisterahelbed 0.375kg
7528,püksmähkmed huggies swimmer 12-18kg 11tk,0.45,huggies little sw 12-18kg
6411,kivisool jämedateraline santa maria 0.14kg,0.45,santa maria sool 0.092kg
5750,hommikusöögih ban.maits täidis nestle 0.35kg,0.45,nestle täisterahelbed fitness 0.35kg
5499,eesti õun 2kl kg,0.45,eesti õun talvenauding i klass
6332,munapasta taschle alb gold 0.5kg,0.45,rainbow munapasta fettuccine 0.5kg
6334,jäätis soolakaramelli lohilo 0.25l 0.191kg,0.45,magnum soolakaramelli jäätis 0.074kg
5688,broileri rinnafilee sisetükk rimi 0.4kg,0.45,rannamõisa broileri rinnafilee 0.5kg
6345,maamehesink m&m vp kg,0.45,maks & moorits maamehesink kg
695,kummikommid watermelon slices vidal 0.1kg,0.45,haribo kuldkarud kummikommid 0.1kg
7717,kpn.vein chateau la metairie bord.rouge 0.75l,0.45,chateau lagorce chateau la gorce medoc kpn vein 13% 0.75l
4700,pajaroog tex-mex blå band 0.193kg,0.45,blå band spageti-köögivilja-maitseainesegu 0.15kg
6353,marmelaadikommid rummi kalev tiina kg,0.45,kalev maasika-rabarberi marmelaadikommid 0.175kg
4722,pelmeen kazanskije külm uvic 0.5kg,0.45,uvic vareenikud kartuli-seenega 0.5kg
5063,küpsised maasika belvita magusain 0.25kg,0.45,jaffa maasika küpsised 0.15kg
4692,proteiini vahukreem šokolaadi ehrmann 0.2kg,0.45,ehrmann proteiinipuding shokolaadi 0.2kg
5905,salatikokteil soolvees kaluri 0.1kg 0.2kg,0.45,kaluri salatikrevett soolvees 0.28kg
7815,vahtrasiirup  tomahawk 0.25l,0.45,oilio külmpressitud  linaseemneõli 0.25l
6367,puuv.vahuvein sovetskoje polusladkoje 0.75l,0.45,sovetskoje sladkoje puuviljavahuvein 6% 0.75l
5681,sea välisfilee lõigud kondita 0.31kg,0.45,rakvere sea välisfilee kg
4982,ploomid pehmed ica öko 0.2kg,0.45,rainbow pehmed viigimarjad 0.2kg
9049,whiskey maker's mark 0.7l,0.45,makers mark whisky 45% 0.7l
6323,eesti toortatratang remedyway öko 0.5kg,0.45,änglamark penne öko 0.5kg
269,bo liha-riisipirukas pärmitaignast 0.075kg,0.45,marta pagar liha-riisipirukas pärmitaignast 0.12kg
6393,lutipudel canpol 0.25l 59 200,0.45,emma silikoonist lutipudel 0.25l
4672,proteiini vahukreem vanilje ehrmann 0.2kg,0.45,ehrmann proteiinipuding shokolaadi 0.2kg
6395,mahl granaatõuna 100% 1l pudel,0.45,rainbow õuna mahl 1l
303,mahlajää 4-maitseline jocker 0.08kg 0.08l,0.45,twister sidruni-maasika mahlajää 0.08l
473,kiirnuudlid kanamaitselised knorr 0.057kg,0.45,thai choice kiirnuudlid kanamaitselised 0.085kg
6291,šašlõkk kimchi marin kg rimi,0.45,eesti keefirimarinaadis šašlõkk kg
1105,prot.puding piimašokolaadi profeel 0.15kg,0.45,valio profeel proteiinipuding toffeemaitseline 0.15kg
7200,astelpaju toormahla siirup sepamäe 0.5l,0.45,semu astelpaju glögi 0.5l
5695,maisijahu polenta fioretto ilmolino 1kg,0.45,veski mati maisijahu 1kg
6199,mini kiievi kotlet tillivõiga 0.3kg,0.45,rakvere mini õllesigarid 0.3kg
6194,kuumsuitsu lõheribid m.v.wool vp kg,0.45,saaremaa kuumsuitsu peekon kg
7858,kommikarp pergale unique 0.2kg,0.45,kalev maiuspala pähkli-pralineekreemi kommikarp 0.2kg
365,kiirnuudlid kanalihamaitselised rolton 0.06kg,0.45,mama idamaised köögiviljamaitselised kiirnuudlid 0.06kg
366,pikateraline riis rimi basic 0.8kg,0.45,risella pikateraline riis 1kg
4781,makaronid capellini pasta reggia 0.5kg,0.45,barilla pasta gnocchi 0.5kg
5542,dražeed pähklid šokolaadis m&m's 0.2kg,0.45,pähklinäpp brasiilia pähklid 0.2kg
6622,piimašokolaad mandlite kalev kalevipoeg 0.3kg,0.45,kalev kannel šokolaadikompvekid 0.3kg
991,alkoholivaba õlu clausthaler original 0.5l,0.45,starter original zero 0.5l
5100,punane karripasta ica 0.114kg,0.45,santa maria punane karripasta 0.11kg
4551,multivitamiininektar granini 50% 1l,0.45,saksamaa granini apelsinimahl viljalihaga 1l
6636,maapähklikreem pähklitükkidega estrella 0.34kg,0.45,nuts about nature maapähklikreem 0.34kg
6638,tume šokolaad metspähklitega kalev 0.3kg,0.45,kalev kannel šokolaadikompvekid 0.3kg
7433,oliivid kivideta olymp 1kg,0.45,amalthia kivideta kalamata oliivid 0.26kg
7428,mahl mustika 100% largo 1l,0.45,rainbow õuna mahl 1l
127,allikavesi karboniseeritud rimi 1.5l,0.45,aura spring karboniseeritud vesi 1.5l
1182,karboniseerimata sidruni jook rimi 1.5l,0.45,nestea sidruni jäätee 1.5l
124,allikavesi karboniseerimata rimi 1.5l,0.45,aura spring karboniseerimata vesi 1.5l
4782,šokolaadimunad täidisega milka 0.112kg,0.45,milka chocominis täidisega küpsised 0.15kg
7873,kommikarp fazer festive 5 0.5kg,0.45,fazer green jellies 0.5kg
120,tordikaunistused dr oetker hõbepärlid 0.01kg,0.45,dr oetker vaniljekreemipulber 0.1kg
373,täistera riisivahvlid meresoolaga rimi 0.1kg,0.45,kupiec riisivahvlid meresoolaga 0.12kg
378,kiirnuudlid juustu-ürdi knorr 0.061kg,0.45,knorr makaronid juustu-ürdi kastmega 0.059kg
7640,kommiassortii ferrero collection 0.172kg,0.45,ferrero collection šokolaadikommid pähklitega 0.1kg
7877,kpn.vein ruppertsberger riesling 0.75l,0.45,moselland ars vitis riesling 0.75l
4525,basiilik tai potis hansa herbs,0.45,kotimaista basiilik  potis
741,paprika punane 1kl kg,0.45,türgi punane paprika i klass
7242,esva kalafileepalad seemnetega 0.4kg,0.45,esva paneeritud kalafileepala hot&spicy 0.4kg
5949,juust lacey swiss valio kg,0.45,valio eesti juust 0.35kg
5823,marineeritud kornišonid rimi 1.65kg 0.9kg,0.45,kotimaista marineeritud kurgid 1.65kg
7299,piimašokolaad lindt santa 0.125kg,0.45,lindt apelsinimaitselised piimašokolaadi lehed 0.125kg
6186,riivsai maria's it's us 0.3kg,0.45,veski mati riivsai 0.3kg
7160,hot dogi pizza salaamiga 0.551kg,0.45,rannarootsi pizza salaamiga 0.0005510000000000001kg
4772,või valio viola 82% 0.2kg,0.45,valio profeel ahjuõunajogurt 0.2kg
207,jogurt tuubis maasika smile 0.065kg,0.45,activia jogurt 4x120g maasika
6497,šokolaadikommid witor square mix 0.2kg,0.45,m&m`s m&m´s šokolaadikommid 0.2kg
917,karb-tud karastusjook schweppes tonic 0.33l,0.45,rainbow cola karastusjook 0.33l
6520,komm.segu jõuluseiklus kariibidel kalev 0.35kg,0.45,kalev maiuspala pralineekompvek 0.35kg
5407,kanamunad rimi m 15tk,0.45,kanamunad kodukoha m 10 tk
7146,piimabatoonike pauksuhkruga kalev rakett kg,0.45,kalev pilveke piimabatoonike 0.15kg
6190,pannkoogijahu  peak's gluteenivaba 0.3kg,0.45,fazer pizzajahusegu 0.65kg   gluteenivaba
6540,kummikommid treatville jelly beans 0.2kg,0.45,trolli playmouse kummikommid 0.2kg
6557,juust cambozola blu 70% kg,0.45,andre juust classic kg
180,apelsin navelina 1kl kg,0.45,hispaania apelsin navelina i klass
1148,šokolaadibatoon crunchy karl fazer 0.055kg,0.45,karl fazer piimašokolaadikompvekid 0.27kg
495,maitsevesi maasikas-basiilik aura 0.5l,0.45,aura spring gaasita vesi 0.5l
8986,käsitöökommide valik kalev hansalinnad 0.325kg,0.45,kalev valik liköörikompvekke 0.35kg
6568,juust saint agur 33% kg,0.45,andre juust musc kg
5400,piimašokolaad terv.pähklitega karl fazer 0.2kg,0.45,karl fazer piimašokolaadikompvekid 0.27kg
7525,kitsejuust old amsterdam kg,0.45,andre juust prima old kg
6573,eesti mahe kukeseened külmutatud 0.2kg,0.45,kotimaista külmutatud porgandikuubikud 0.2kg
5398,mustikad tumedas šokolaadis maiasmokk 0.1kg,0.45,schluckwerder martsipan šokolaadis 0.1kg
5045,kartulikrõpsud jogurti-ja ürtide lay's 0.2kg,0.45,lay's kartulikrõpsud hapukooremaitselised 0.265kg
7130,konts.mahlajook metsjõhvika küllus 0.33l,0.45,küllus rõngu jõhvika mahlajoogikontsentraat 0.33l
6588,šokolaadikompvekkide assortii rimi 0.25kg,0.45,merci assorted selection assortii 0.25kg
4587,apelsini-mangonektar granini 43% 1l,0.45,saksamaa granini apelsinimahl viljalihaga 1l
5397,tume šokolaad sarapuupähklitega fazer 0.2kg,0.45,cautes sarapuupähklitega serbett 0.2kg
5396,täispiimašokolaad kalev nurr 0.2kg,0.45,kalev maiuspala pähkli-pralineekreemi kommikarp 0.2kg
4898,juust feta rimi planet 0.15kg,0.45,deline juust tšilliga 0.15kg
160,seenepirukas eesti sai 0.08kg,0.45,eesti pagar juubeli sai 0.35kg
734,jogurt kreeka 0.2% actifeel 0.3kg,0.45,alma kreeka jogurt 0.37kg
6502,šokolaadifiguur karu lindt 0.1kg,0.45,lindt mini pralinee kommikarp 0.1kg
4707,lihapihvid juustuga maks&moorits 0.4kg,0.45,frank kutter viiner juustuga 0.4kg
4323,viiner ehe rannarootsi 0.33kg,0.45,rannarootsi ehe grill-liha seavälisfileest 0.4kg
2503,toorbatoon kirsi-kollageeni be more 0.035kg,0.45,nakd toorbatoon sidruni-kookose 0.035kg
4161,maasikad tumedas šokolaadis maiasmokk 0.1kg,0.45,schluckwerder martsipan šokolaadis 0.1kg
2099,pastakaste bolognese ica sojaga 0.39kg,0.45,dolmio bolognese pastakaste 0.5kg
2985,juust riivitud mozzarella galbani 0.15kg,0.45,synnove juust itaallane 0.15kg
2345,tume itaalia leib ciabatta 0.33kg,0.45,fazer tume ciabatta seemnetega
3426,vareenikud rimi kartuliga  0.4kg,0.45,härmavili praadimissegu kartuliga 0.4kg
4147,võileib kanaga rimi 0.15kg,0.45,rainbow salaamiga kolmnurk võileib 0.15kg
2577,kummikommid suhkrukattega drako 0.15kg,0.45,haribo puuviljamaitselised kummikommid  0.15kg
2337,p s vorst tõmmu 0.35kg,0.45,wõro suitsuvorst tõmmu 0.35kg
8675,kommikarp ferrero rocher cono 0.35kg,0.45,ferrero rocher kompvekid 0.2kg
2334,kummikommid rimi suured ussikesed 0.2kg,0.45,trolli playmouse kummikommid 0.2kg
3444,broileri poolkoib rimi gl 0.5kg,0.45,rannamõisa broileri kintsuliha 0.5kg
2109,toonik smith&williams red mixer 1.5l,0.45,rainbow light toonik 1.5l
7985,šokolaadikommide assortii kalev athena 0.435kg,0.45,kalev kadriorg kommikarp 0.435kg
2585,toorbatoon šokolaadi loodusvägi mahe 0.035kg,0.45,nakd toorbatoon sidruni-kookose 0.035kg
3457,mahlajook punase apelsini tymbark 1l,0.45,aura mustika mahlajook 1l
1779,jäätis soolakaramelli vana toomas 0.09kg,0.45,magnum soolakaramelli jäätis 0.074kg
2586,toorbatoon õun-kaneel loodusvägi mahe 0.035kg,0.45,nakd toorbatoon soola-karamelli 0.035kg
2733,maitseainesegu tšilli&laimitakodele s.m 0.028kg,0.45,santa maria enchilada maitseainesegu 0.028kg
3482,maapähklid hapuk.-sibula maits taffel 0.15kg,0.45,mogyi maapähklid koores 0.15kg
4099,piparkoogid krõbedad kalev 0.2kg,0.45,kalev maiuspala pähkli-pralineekreemi kommikarp 0.2kg
2331,liitnuudlid linguine pasta reggia 0.5kg,0.45,panzani pasta spaghetti 0.5kg
8569,jahutatud küülik rimi greatlife kg,0.45,rannamõisa broiler jahutatud kg
1744,aedoad punased kidney bonduelle 0.4kg,0.45,gogreen punased läätsed 0.4kg
2329,makaronid elbows pasta reggia 0.5kg,0.45,barilla pasta gnocchi 0.5kg
4091,proteiinibatoon maapähkli nicks 0.05kg,0.45,corny big maapähkli batoon 0.05kg
2123,tüümian i love eco 0.014kg,0.45,kotanyi peenestatud tüümian 0.014kg
2327,niitnuudlid spaghetti tagliati reggia 0.5kg,0.45,panzani pasta spaghetti 0.5kg
1831,küpsised big nut rimi 0.15kg,0.45,delisana kookosekreemiga küpsised 0.15kg
4162,tikrid tumedas šokolaadis maiasmokk 0.1kg,0.45,schluckwerder martsipan šokolaadis 0.1kg
2350,makaronid tofe pasta reggia 0.5kg,0.45,barilla pasta gnocchi 0.5kg
3036,karastusjook fentimans ginger beer 0.275l,0.45,fentimans rose limonaad 0.275l
2509,makarontoode cornetti rimi 0.5kg,0.45,tartu mill durumnisujahupasta cornetti 0.5kg
2511,kissellipulber tikri-maasika mikaado 0.155kg,0.45,mikaado miku vaarikamaitseline kissellipulber 0.17kg
2392,toorbatoon tsitruse-kollageeni be more 0.035kg,0.45,nakd toorbatoon sidruni-kookose 0.035kg
1896,kartulikrõpsud kukeseenemaits lay's ob 0.125kg,0.45,lay's kartulikrõpsud hapukooremaitselised 0.265kg
4229,mahlajook õuna-arbuusi tymbark magusainega 2l,0.45,põltsamaa apelsini-viinamarja-passioonvilja mahlajook 2l
4228,datlid rimi kookoshelvestega 0.15kg,0.45,alvo datlid kivideta premium 0.15kg
3320,šampinjonitükid prochamp 380 0.23kg,0.45,rainbow oasegu soolvees 380 0.23kg
4224,datlid rimi kakaoga 0.15kg,0.45,alvo datlid kivideta premium 0.15kg
2534,glasuur valge šokolaadi dr.oetker 0.1kg,0.45,rainbow valge küpsetusšokolaad 0.1kg
1333,jäätee virsikumaitsega must rimi 1.5l,0.45,lipton virsiku jäätee 1.5l
1875,sushipulgad japanese choice 12tk,0.45,japanese choice sushi sojakaste 0.2l
3041,iirised šokolaadis dumle 0.12kg,0.45,fazer dumle original kommikott 0.12kg
8666,kohvioad paulig classic crema 1kg,0.45,obst maisihelbed classic 1kg
8453,liköör jägermeister scharf 33% 0.5l,0.45,minttu liköör 40% 0.5l
3033,mahl tomati vürtsikas tymbark 1l,0.45,rainbow õuna mahl 1l
8787,maits.viin absolut grapefruit 40% 0.7l,0.45,absolut vodka 40% 0.5l
3358,hommikusöögihelbed rainbow crocodi rimi 0.35kg,0.45,rainbow hoops mitmeviljarõngad 0.35kg
4194,ajvar kaste ica vürtsikas 0.35kg,0.45,minu kvartsakhi kaste 0.35kg
4193,kuivatatud goji marjad rimi 0.1kg,0.45,rainbow kuivatatud ananass 0.1kg
3365,rosinad suhkrus kalev merekivid 0.2kg,0.45,germund sultan rosinad 0.2kg
2087,sidrun primafiori pakitud 1kl 0.5kg,0.45,hapukapsas porgandiga pakitud 0.5kg
8785,kohviuba oa mahe espresso 1kg,0.45,dansukker suhkur 1kg mahe
1854,tortiljakrõpsud nacho doritos 0.1kg,0.45,doritos kergelt soolatud tortiljakrõpsud 0.18kg
4178,pesto basiilikuga goccia d'oro 0.13kg,0.45,goccia d'oro oliivijääkõli 1l
1852,tomatipasta i love eco 0.5kg,0.45,melissa tomatipasta tomatera 0.5kg
2561,jäätis oreo pulk 0.11l 0.065kg,0.45,pingviini šokolaadipilve jäätis 0.11l
3522,õuna-kirsimahl galicia nfc 100% 1l,0.45,cido köögiviljamahl 100% 1l
8509,vahukoore-maasika tort pagarini 0.85kg,0.45,pagarini õuna-laimi tort laktoosivaba 0.7kg
4078,iirisesõõrik 2tk europagar 0.14kg,0.45,europagar moonisai 2 tk 0.14kg
2707,proteiinijog.jook kirsi profeel 0.275kg,0.45,valio profeel metsamarja proteiinijogurtijook 0.275kg
3948,kummikommid maasikamaitselis teeth rimi 0.2kg,0.45,trolli playmouse kummikommid 0.2kg
3735,valge šokolaad karl fazer 0.131kg,0.45,karl fazer piimašokolaadikommid 0.42kg
8029,oliiviõli 0.2% happesus naturalismo 0.5l,0.45,borges oliiviõli rafineeritud 0.5l
2221,küpsised apple pie rimi 0.2kg,0.45,rainbow küpsised karamellitäidisega 0.2kg
2224,mahlajook kirsi-õuna tymbark magusainega 1l,0.45,aura mustika mahlajook 1l
2785,kartulikrõpsud rimi tomatimaitselised 0.15kg,0.45,lay´s lay's tomatimaitselised kartulikrõpsud 0.215kg
3787,jogurtijook kirsi c-vit actimel 0kg,0.45,actimel jogurtijook 8x100g metsamarja
1574,linna pelmeenid rimi basic 1kg,0.45,uvic hiina pelmeenid 1kg
1560,kummikommid hapud ussikesed rimi 0.1kg,0.45,haribo kuldkarud kummikommid 0.1kg
3808,vorst vasalli viilutatud nõo 0.105kg,0.45,nõo fitlap kalkunisink 0.105kg
3890,salsakaste i love eco 0.3kg,0.45,rainbow salsakaste hot 0.3kg
2757,siirup kirsimaitseline rimi 0.32l,0.45,eesti maadlex kirsimaitseline siirup 0.5l
3824,sai seemnetega gluteenivaba schär 0.25kg,0.45,urtekram gluteenivaba mahe-fusilli 0.25kg
8097,vahvlikommid tallinn kalev kg,0.45,kalev tallinn rummimaitseline vahvlikompvek 0.15kg
8045,kalkuni kintsuliha rimi kg,0.45,armeenia grill kalkuni šašlõkk kg
3828,sai viilutatud gluteenivaba schär 0.25kg,0.45,urtekram gluteenivaba mahe-fusilli 0.25kg
2712,paprika kollane 1kl kg,0.45,hispaania kollane paprika i klass
2266,närimispulgad akinu koertele 7tk 0.18kg,0.45,best-in närimispulgad koertele 0.105kg
2742,juust dor blu 0.1kg,0.45,käserei sinihallitusjuust alpenstern blu 0.1kg
2248,punane toiduvärv dr.oetker 0.01kg,0.45,dr.oetker 0.015kg colour gel punane
1535,kummikommid llama mix rimi 0.1kg,0.45,haribo kuldkarud kummikommid 0.1kg
2256,sinine toiduvärv dr.oetker 0.01kg,0.45,dr.oetker 0.015kg colour gel sinine
2738,köögiviljasegu wokmix thai külmut 0.4kg,0.45,härmavili köögiviljasegu tervist! 0.4kg
8740,kohvioad presidentti original strong 1kg,0.45,ben's original ben’s original jasmiiniriis 1kg
8060,süvameregarneel koorimata rimi 0.9kg msc,0.45,viking koorimata krevetid 0.9kg
2250,kuivatatud dattel kivita rimi 0.2kg,0.45,seeberger kuivatatud aprikoosid 0.2kg
2189,kiivi gold pakitud 2kl 0.5kg,0.45,rainbow kiivi karbis 0.5kg
2822,"müsli rimi šokol.,banaan.,rosinat 0.35kg",0.45,sante röstitud müsli puuviljadega 0.35kg
2133,koorejogurt soolakaramelli muah 0.38kg,0.45,alma muah! rukkileiva-kaneeli koorejogurt 0.38kg
2152,toonik smith&williams tonic water 1.5l,0.45,rainbow light toonik 1.5l
2933,piimašokolaad pähklitega nurr 0.1kg,0.45,ferrero collection šokolaadikommid pähklitega 0.1kg
1423,teraviljapallid šok.maits choco blast 0.25kg,0.45,chippy teraviljapallid kakaoga 0.25kg
2912,küpsetussegu šokolaadimuffin dr oetker 0.138kg,0.45,dr oetker šokolaadikreemipulber 0.1kg
3579,mahl apelsini 100% largo 1l,0.45,rainbow õuna mahl 1l
4060,kuivatatud ploom kivita rimi 0.2kg,0.45,seeberger kuivatatud aprikoosid 0.2kg
8140,šampoon veto kassidele koertele 0.25l,0.45,softcare lemmiklooma šampoon 0.25l
3585,tudengi eine rimi 0.15kg,0.45,kommi asemel tervise eine 0.15kg
1702,kreekerid seesamiseemnetega croco top 0.15kg,0.45,roberto minikrokiinid seesamiseemnetega 0.15kg
1433,kartulikrõpsud rimi magusa tšilli 0.1kg,0.45,rainbow hapukoore-sibulamaitselised kartulikrõpsud 0.1kg
2306,salati köögiviljad vip 0.4kg,0.45,maahärra itaaliapärased köögiviljad praadimiseks 0.4kg
2896,jog.jook mango-passion gefilus 0kg,0.45,valio gefilus kirsi-aroonia jogurtijook 0kg
1679,maitsevesi maasikas-basiilik aura 1.5l,0.45,aura spring karboniseeritud vesi 1.5l
2881,kummikomm worms haribo 0.15kg,0.45,haribo puuviljamaitselised kummikommid  0.15kg
2828,närimiskommid haribo maoam kracher 0.2kg,0.45,haribo starmix kummikommid 0.2kg
4027,sotsnik 2tk reval 0.15kg,0.45,reval kondiiter ekleer šokolaadiglasuuriga 0.15kg
2156,segujahu kartulipannkoogid tartu mill 0.2kg,0.45,tartu mill šokolaadimuffinid 0.4kg
3642,pruun suhkur rimi 0kg,0.45,bosto bio pruun riis 0kg
1458,teraviljahelbed kakaoga choco shells 0.25kg,0.45,chippy teraviljapallid kakaoga 0.25kg
8556,kalkuni rinnafilee rimi kg,0.45,armeenia grill kalkuni šašlõkk kg
3996,tšeburekid praetud jahutatud 3tk 0.25kg,0.45,usin praetud tšeburekid 0.22kg
2299,toonik smith&williams grapefruit juniper 1.5l,0.45,rainbow light toonik 1.5l
1649,pruun riis rimi greatlife 0.5kg,0.45,dansukker karamellsuhkur pruun 0.5kg
3673,juust brie le baron kg,0.45,andre juust musc kg
3688,prosciutto peekon viilutatud rakvere 0.14kg,0.45,rakvere toorsuitsupeekoni kuubikud 0.14kg
2833,täistera bulgur pruun rimi 0.5kg,0.45,dansukker karamellsuhkur pruun 0.5kg
8100,oliiviõli 0.3% happesus naturalismo 0.5l,0.45,borges oliiviõli rafineeritud 0.5l
3299,õuna-pirnimahl galicia nfc 100% 1l,0.45,cido köögiviljamahl 100% 1l
1772,närimiskumm sweetmint orbit suhkruvaba 0.035kg,0.45,orbit sweetmint närimiskummid 0.014kg
4285,mahl apelsini 100% tymbark 1l,0.45,cido köögiviljamahl 100% 1l
2500,mooruspuumarjad kommi asemel 0.1kg,0.45,kommi asemel puuvilja mix 0.15kg
1945,kummikommid virsikumaitselised rimi 0.15kg,0.45,haribo puuviljamaitselised kummikommid  0.15kg
8228,kalkuni kintsuliha kondiga kg,0.45,armeenia grill kalkuni šašlõkk kg
2483,makaronid conchigle rimi planet 0.5kg,0.45,panzani farfalle makaronid 0.5kg
2460,makaronid cavatappi pasta reggia 0.5kg,0.45,barilla pasta gnocchi 0.5kg
1989,ananassitükid siirupis sunfood 0.227kg,0.45,dole väikesed ananassitükid ananassimahlas 0.227kg
3280,külmutatud kirsid kivideta rimi 0.4kg,0.45,hortex kirsid kivideta 0.3kg
3168,mahl apelsini 100% tymbark 1l,0.45,cido köögiviljamahl 100% 1l
8226,joogipudel lastele philips avent 0.3l,0.45,avent joogipudel 0.2l 6k
3201,kartulipannkoogid farm frites 0.54kg,0.45,farm frites värvilised friikartulid 0.6kg
3170,mahlajook mitme puuvilja cappy 1l,0.45,kotimaista mustika mahlajook 1l
3273,hapukoor mahe liisu 20% 0.35kg,0.45,tere hapukoor 20% 0.33kg
2452,kodujuust väherasvane rimi 3% 0.5kg,0.45,alma kodujuust 5% 0.5kg
4286,mahlajook kirsi-õuna tymbark magusainega 2l,0.45,põltsamaa apelsini-viinamarja-passioonvilja mahlajook 2l
4310,maisihelbed krõbedad vitamiin nestle 0.375kg,0.45,muhuu maisihelbed suhkruga 0.375kg
4261,sibul praetud golden turtle 0.2kg,0.45,rainbow röstitud sibul 0.2kg
